segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
531,0.0,1.0,CADC0873,1,176,177,1.867427915254238e-06,4.1867188357284516e-10,2.046147315255784e-05,-1.4198594618066445,-0.0025247830695677,1,1,1,50,57,8.177125414513476e-13,8.271260562881564e-13,176,177,2.378817520300257e-12,2.3653778732929106e-12
534,1.0,1.0,CADC0873,1,178,179,-6.986181675977654e-07,2.0000833012047448e-10,1.414243013489812e-05,-1.302728549444946,-0.0464904613871953,2,2,1,1,2,4.543564979131482e-12,8.918525503489127e-12,178,179,1.1236423040476094e-12,1.1173649727400808e-12
536,0.0,1.0,CADC0873,1,172,173,-3.669179412947977e-06,2.9120725992998657e-10,1.7064795924065033e-05,-1.3312601753964155,-0.1279699461978589,1,1,1,50,60,6.541446455875394e-13,8.493656376068845e-13,172,173,1.6930654647092245e-12,1.6832789591328705e-12
538,0.0,1.0,CADC0873,1,172,173,-3.97798358381503e-06,4.497415817015277e-10,2.1207111583181892e-05,-1.328992002576331,-0.0891868634497112,1,1,1,46,60,8.159706509489115e-13,7.728679824850827e-13,172,173,2.61477663779958e-12,2.599662321974149e-12
539,1.0,1.0,CADC0873,1,183,184,-4.545543016304348e-06,3.8296916807845974e-10,1.9569598056129303e-05,-0.7126271169461913,-0.0723660286092291,2,2,2,1,2,1.295919393467186e-11,2.5482486892953148e-11,183,184,2.092727694417813e-12,2.0813541743394557e-12
540,0.0,1.0,CADC0873,1,182,183,5.071600120218578e-06,8.729236407426706e-10,2.954528119247929e-05,-1.4679080607749369,0.0066184594519183,1,1,1,50,64,1.2769147149866485e-12,7.51742893762703e-13,182,183,4.796283740344344e-12,4.770074539577435e-12
544,0.0,1.0,CADC0873,1,174,175,-2.211472388571412e-07,3.5337663375531194e-10,1.8798314651992397e-05,-1.3480222316831327,-0.0600188091746714,1,1,1,45,55,7.203693399026809e-13,7.643121600271908e-13,174,175,2.030900193996045e-12,2.019295050030354e-12
545,0.0,1.0,CADC0873,1,172,173,3.4147891849710983e-06,2.659444116062169e-10,1.6307802169704442e-05,-1.481939896176336,-0.0179647640478267,1,1,1,53,60,5.639855470027592e-13,6.226378705310619e-13,172,173,1.5461884395710284e-12,1.5372509341399821e-12
551,0.0,1.0,CADC0873,1,179,180,9.223773e-07,2.0971152004447188e-10,1.4481419821428834e-05,-1.4559627482491648,-0.0007128391100301,1,1,1,53,58,5.818025846824962e-13,9.245825166475764e-13,179,180,1.171572737678614e-12,1.1650640002470665e-12
557,0.0,1.0,CADC0873,1,180,181,-1.659282861878453e-06,7.81637694812039e-10,2.7957784154185738e-05,-1.466738623688669,-0.0189533222075667,1,1,1,42,57,1.2555944623646225e-12,8.590130746152027e-13,180,181,4.342431637844662e-12,4.318440302828945e-12
559,0.0,1.0,CADC0873,1,181,182,-1.209923576923081e-07,7.557549509521983e-10,2.7490997634720324e-05,-1.4981933296930314,0.0122627497155917,1,1,1,42,58,1.1185401561712305e-12,5.745037179490592e-13,181,182,4.175441717967947e-12,4.152499730506585e-12
560,0.0,1.0,CADC0873,1,179,180,3.3313553666666667e-06,7.569871006985137e-10,2.751339856685309e-05,-1.4305043850002437,-0.0291251003939565,1,1,1,48,65,1.14863412268542e-12,7.80061589607515e-13,179,180,4.2289782161928135e-12,4.205483892769521e-12
561,0.0,1.0,CADC0873,1,173,174,3.106150172413793e-06,6.307744907694023e-10,2.5115224282681656e-05,-1.4747052794438444,-0.0114113442563056,1,1,1,46,58,1.0503139329057761e-12,7.207755916829353e-13,173,174,3.646095322366487e-12,3.625140751548289e-12
562,1.0,1.0,CADC0873,1,179,180,-2.1904585055555555e-06,5.135813689510475e-10,2.2662333704873543e-05,-1.3938524709107605,-0.0825066597335835,2,1,1,2,3,2.2567059658442548e-11,5.1707194724401215e-11,179,180,2.8691696589444007e-12,2.85322982750582e-12
567,0.0,1.0,CADC0873,1,180,181,-4.140155955801105e-06,2.924762678503694e-10,1.710193754667492e-05,-1.4150006471533736,-0.036088305048436,1,1,1,54,58,6.021037785261555e-13,7.516016427814265e-13,180,181,1.6248681547242745e-12,1.615890982598726e-12
570,1.0,1.0,CADC0873,1,193,194,5.798176829896908e-06,6.141588712069874e-10,2.4782228939443437e-05,-1.317755470211787,0.0715518148824653,1,1,1,1,1,6.254610699593568e-12,1.1356505065961677e-11,193,194,3.1821703171346507e-12,3.165767377355606e-12
572,0.0,1.0,CADC0873,1,185,186,-5.332718838709678e-06,9.43464202239685e-10,3.071586238801843e-05,-1.4953121874785282,-0.0263024372068742,1,1,1,48,56,1.36114690601729e-12,8.421599136218383e-13,185,186,5.099806498592893e-12,5.072388184084329e-12
573,1.0,1.0,CADC0873,1,182,183,-5.823235721311476e-06,6.968868213303102e-10,2.639861400396449e-05,-1.283291267062184,-0.2906108170883721,1,1,1,1,1,7.472346443158271e-12,1.3552977462478552e-11,182,183,3.8290484688478576e-12,3.808124706723007e-12
574,0.0,1.0,CADC0873,1,189,190,8.217037368421051e-07,7.195700209133076e-10,2.682480234621138e-05,-1.4865158095214257,0.0043845139125066,1,1,1,57,65,9.881817133168795e-13,5.89694228521042e-13,189,190,3.807248787901099e-12,3.78721063638583e-12
575,0.0,1.0,CADC0873,1,187,188,3.749299085106384e-06,5.226379713222644e-10,2.286127667743568e-05,-1.3504396868136828,-0.0724098708836704,1,1,1,50,59,9.301160795213685e-13,1.011943030247648e-12,187,188,2.794855461616387e-12,2.7799892091609805e-12
577,0.0,1.0,CADC0873,1,177,178,-1.0566310657303371e-06,2.1866225550069758e-10,1.4787232854753374e-05,-1.4712828382195469,-0.0699185399482698,1,1,1,49,57,5.290810510561342e-13,6.987183563225617e-13,177,178,1.2353799745802124e-12,1.2284396376443684e-12
578,1.0,1.0,CADC0873,1,179,180,-2.014020322222222e-06,1.5770360666355238e-10,1.2558009661708036e-05,0.3510213755271127,-0.5798384008818683,2,2,1,2,3,2.1560049877531808e-11,4.28479428937504e-11,179,180,8.81025735550572e-13,8.761311481308465e-13
579,1.0,1.0,CADC0873,1,171,172,-8.532835232558139e-07,1.1769918155933584e-10,1.0848925364262393e-05,-1.3013140875018387,-0.1538658650254473,2,2,1,1,3,3.399091893034279e-12,6.533922622802891e-12,171,172,6.88299307364537e-13,6.84297567205441e-13
580,0.0,1.0,CADC0873,1,187,188,9.269253297872344e-07,1.5902265618061183e-10,1.2610418556916016e-05,-1.506480870354317,0.0190819372913476,1,1,1,51,56,3.993201106143337e-13,5.94209964153926e-13,187,188,8.50388535725197e-13,8.458651924500629e-13
583,1.0,1.0,CADC0873,1,193,194,-2.1673943737113404e-06,4.3385858520364555e-10,2.0829272315749428e-05,-1.0043174824855623,0.2271831297825001,2,2,2,1,3,2.9246393255875896e-11,7.820510244256383e-11,193,194,2.24797194406034e-12,2.236384459812606e-12
584,0.0,1.0,CADC0873,1,191,192,5.340459023437501e-06,7.176389841455956e-10,2.678878467093264e-05,-1.4804315624468949,0.0410286238813347,1,1,1,57,63,1.0232023744893637e-12,7.79902469683205e-13,191,192,3.757272168301548e-12,3.737703042424977e-12
586,0.0,1.0,CADC0873,1,203,204,-5.036043e-06,9.146646213672083e-10,3.0243422778634176e-05,-1.4994299325480938,0.0072467773578222,1,1,1,47,66,1.0800085989555378e-12,6.079179229298127e-13,203,204,4.505737051069993e-12,4.483650104741218e-12
587,1.0,1.0,CADC0873,1,194,195,-1.5552824307692304e-05,3.1611409457242145e-10,1.7779597705584385e-05,-1.3762819913374904,-0.5134175414095293,1,1,1,1,3,2.56451577609813e-12,4.187942810283249e-12,194,195,1.6294540957341317e-12,1.6210979208842129e-12
588,0.0,1.0,CADC0873,1,215,216,2.730474810185189e-07,7.32724243409441e-10,2.7068879611270227e-05,-1.485622612767843,-0.0078266742427868,1,1,1,62,73,8.627547958944228e-13,7.143196919771664e-13,215,216,3.4080197367880977e-12,3.392241867636301e-12
589,0.0,1.0,CADC0873,1,203,204,-1.3290167647059006e-07,4.036148930581817e-10,2.0090169064947703e-05,-0.89583455372544,-0.472632553338852,1,1,1,62,69,5.465609182772431e-13,7.850517156175252e-13,203,204,1.9882507047201068e-12,1.978504377736185e-12
592,1.0,1.0,CADC0873,1,194,195,-1.275361303076923e-06,8.774068800372643e-11,9.36699994682003e-06,-0.8586737228239278,-0.4961004971757697,2,2,1,3,7,1.6598144613669097e-12,3.4895872430821245e-12,194,195,4.5227158764807443e-13,4.499522461729561e-13
593,1.0,1.0,CADC0873,1,204,205,-2.1547941321951217e-06,1.2088117069354011e-10,1.0994597341128055e-05,-1.4369448901212476,-0.1176510849457859,2,2,1,1,5,2.8726889629900364e-12,5.627241637167845e-12,204,205,5.925547583016673e-13,5.896642472855615e-13
595,1.0,1.0,CADC0873,1,210,211,2.233324222748815e-06,1.1855512224142902e-10,1.0888302082576008e-05,-1.340737674702476,-0.0324978817711657,2,1,1,25,34,6.80867531135732e-13,1.4000799933249873e-12,210,211,5.64548201149662e-13,5.618726172579574e-13
596,0.0,1.0,CADC0873,1,203,204,-1.6734823039215685e-06,1.5590532073309763e-10,1.2486205217482915e-05,-0.8838021757307066,-0.455091876066281,1,1,1,58,69,3.56169412514092e-13,7.152515181494598e-13,203,204,7.680065060743725e-13,7.642417682994983e-13
597,0.0,1.0,CADC0873,1,214,215,-2.5397930860465118e-06,3.7216808344265136e-10,1.9291658390160532e-05,-1.4953656873691223,-0.003556022089262,1,1,1,59,70,5.196732627888497e-13,5.81382016388851e-13,214,215,1.7391031936572493e-12,1.7310143415937273e-12
598,0.0,1.0,CADC0873,1,201,202,-5.529147031683167e-06,2.9808875391876393e-10,1.7265246998486986e-05,-1.4784950654951787,-0.0282757430291416,1,1,1,56,67,4.709249889967386e-13,5.090006177916766e-13,201,202,1.483028626461512e-12,1.4756869005879402e-12
599,0.0,1.0,CADC0873,1,203,204,4.837398918627452e-06,5.889272234350478e-10,2.426782279964661e-05,-1.4883753139614255,0.0442253027653629,1,1,1,62,68,8.037595467324065e-13,7.273267583384909e-13,203,204,2.901119327266245e-12,2.886898154093372e-12
601,0.0,1.0,CADC0873,1,218,219,9.024026598173512e-07,7.504600362979323e-10,2.7394525662948288e-05,-1.502860519142977,0.0465859057970058,1,1,1,53,69,9.958952033567953e-13,1.0230810098495004e-12,218,219,3.44247723072446e-12,3.426758156611563e-12
603,0.0,1.0,CADC0873,1,240,241,-1.6662614594190866e-06,8.964343819861828e-10,2.9940514056812432e-05,-1.4932834695879675,-0.0164402317445212,1,1,1,66,77,9.845303146405569e-13,1.0274059876217558e-12,240,241,3.735143258275762e-12,3.71964473853188e-12
604,1.0,1.0,CADC0873,1,208,209,-1.1587311778468898e-05,2.672247300298246e-10,1.6347009819224574e-05,-0.7753039716572827,-0.5442391892137586,2,2,2,1,3,1.5553477663537176e-11,3.1265062922282936e-11,208,209,1.2847342789895413e-12,1.278587225023084e-12
606,1.0,1.0,CADC0873,1,230,231,5.946156154978357e-06,3.7123312359422886e-10,1.926741092088475e-05,-0.6808751053871167,-0.4370166380807675,2,2,1,1,3,1.2631867988149988e-11,2.5174790957650503e-11,230,231,1.614057059105343e-12,1.6070697991092162e-12
607,1.0,1.0,CADC0873,1,222,223,2.158126847533632e-06,2.9226704255462016e-10,1.7095819446713286e-05,-0.9889775425097632,-0.2801376534846925,2,1,1,1,1,2.408617291864031e-11,7.17669958307965e-11,222,223,1.3165182097054962e-12,1.3106145406036778e-12
608,0.0,1.0,CADC0873,1,230,231,-5.623284359307359e-06,2.8297097812740705e-10,1.682174123351703e-05,-1.4696503488937442,-0.0063488145792968,1,1,1,63,79,4.51565743742209e-13,6.829762826442294e-13,230,231,1.2303086005539437e-12,1.2249825892961344e-12
609,1.0,1.0,CADC0873,1,232,233,-1.302382489270386e-07,5.059906822346824e-10,2.2494236644853773e-05,-1.3663339234846343,-0.1100447480980243,2,2,2,2,3,6.984612955640601e-12,1.3197843141225931e-11,232,233,2.180994319977079e-12,2.171633829333401e-12
612,0.0,1.0,CADC0873,1,231,232,-2.430365163793104e-06,7.350877080849727e-10,2.711250095592387e-05,-1.439216497269319,-0.015391010222663,1,1,1,58,76,9.188304567381605e-13,1.0601010843871337e-12,231,232,3.182197870497717e-12,3.1684815003662616e-12
613,0.0,1.0,CADC0873,1,263,264,7.83516295454545e-07,7.64368640667239e-10,2.7647217593588677e-05,-1.4367712236084769,-0.0323603894569142,1,1,1,68,86,7.310166282699165e-13,8.017770638422449e-13,263,264,2.906344641320301e-12,2.8953357601031784e-12
617,1.0,1.0,CADC0873,1,299,300,2.3606182200000008e-06,1.5656883710274948e-10,1.2512746984685238e-05,-1.3299406660932485,-0.1329220869905339,2,2,1,1,12,1.8293868884310737e-12,3.732664935061863e-12,299,300,5.236415956613696e-13,5.218961236758317e-13
619,0.0,1.0,CADC0873,1,250,251,3.2757652179282875e-06,8.357626611765702e-11,9.142005585081264e-06,-1.1002301344281324,-0.2733958311955232,1,1,1,75,79,2.520317702387163e-13,6.157514374582749e-13,250,251,3.343050644706281e-13,3.329731717834941e-13
621,0.0,1.0,CADC0873,1,278,279,2.0047935555555552e-06,4.3100309853367664e-10,2.07606141174503e-05,-1.4872428791303751,0.0325466839688497,1,1,1,85,93,4.312275343178374e-13,6.391455332400299e-13,278,279,1.5503708580348082e-12,1.5448139732389846e-12
622,0.0,1.0,CADC0873,1,252,253,-1.1066349449802373e-05,2.9451537735332797e-10,1.7161450327793627e-05,-1.1501945331816503,-0.2881158736636934,1,1,1,76,85,4.1123840851520913e-13,7.431804390729453e-13,252,253,1.1687118148941586e-12,1.1640924006060394e-12
624,0.0,1.0,CADC0873,1,301,302,4.268021966887418e-06,5.629414043770022e-10,2.3726386247741188e-05,-0.9134367881974002,-0.4648841364237882,1,1,1,93,103,4.4577239433120075e-13,7.429456355494599e-13,301,302,1.870237223843861e-12,1.864044385354312e-12
625,0.0,1.0,CADC0873,1,362,363,-2.739956841597797e-06,4.738526498267468e-10,2.1768156785239003e-05,-1.313935137779975,-0.1406367076521051,1,1,1,102,117,3.283372983800871e-13,7.03113375352574e-13,362,363,1.3089852205158752e-12,1.305379200624647e-12
631,0.0,1.0,CADC0873,1,325,326,-5.254405487730061e-06,5.561344721817214e-10,2.358250351811108e-05,-1.4988253478422526,0.0121334351651656,1,1,1,94,113,4.5116936736289604e-13,6.723539068181527e-13,325,326,1.711182991328374e-12,1.705933963747612e-12
635,1.0,1.0,CADC0873,1,296,297,4.560616185185184e-06,1.6048893867154924e-10,1.2668422895986274e-05,-0.753669931429882,-0.8443159077969206,2,1,1,1,4,3.421549179662884e-12,7.041850570801138e-12,296,297,5.421923603768557e-13,5.403667968739031e-13
636,0.0,1.0,CADC0873,1,353,354,-8.328565974576277e-07,2.0849154208067407e-10,1.4439236201429564e-05,-1.4848766038769978,0.027653053948177,1,1,1,101,118,2.7819068005271043e-13,6.058906187471585e-13,353,354,5.906275979622496e-13,5.889591584199832e-13
637,1.0,1.0,CADC0873,1,371,372,7.428311561827965e-07,2.0013048205490775e-10,1.4146748108837868e-05,-1.36252350715378,-0.0928527596130259,2,2,2,3,12,1.28500304957818e-12,2.653572908470577e-12,371,372,5.39435261603525e-13,5.379851668142683e-13
640,0.0,1.0,CADC0873,1,390,391,-3.405585696675193e-06,8.060231403432755e-10,2.8390546672145565e-05,-1.4815556486220247,0.037896907022386,1,1,1,118,134,4.2784017285493243e-13,6.693257288995194e-13,390,391,2.066726000880194e-12,2.0614402566324185e-12
643,0.0,1.0,CADC0873,1,387,388,-9.357890458762888e-06,3.9128022935814864e-10,1.978080456801868e-05,-1.22465712173522,-0.1848104611880856,1,1,1,124,134,3.278917752968776e-13,7.692913759149896e-13,387,388,1.0110600241812626e-12,1.0084541993766718e-12
644,0.0,1.0,CADC0873,1,473,474,3.9801516989451485e-06,2.037504627485764e-10,1.427411863298664e-05,-1.1224664446690489,-0.1215493521610279,1,1,1,144,155,2.597408708751861e-13,6.702875840977898e-13,473,474,4.307620776925506e-13,4.298532969379249e-13
645,1.0,1.0,CADC0873,1,334,335,-8.542883764776122e-06,1.1672585917142394e-10,1.0803974230412803e-05,-0.2902265994752193,-1.0007413097515363,2,2,2,2,4,2.4750723661311682e-12,5.239170318158857e-12,334,335,3.4947862027372445e-13,3.4843540051171334e-13
646,1.0,1.0,CADC0873,1,350,351,-6.354020421367522e-06,2.4591697265060247e-10,1.568174010276291e-05,-1.330005678273515,-0.0341507383775416,2,2,2,1,4,2.2041589290087147e-12,4.599174340818868e-12,350,351,7.026199218588645e-13,7.006181556997223e-13
648,1.0,1.0,CADC0873,1,285,286,-2.205278111888112e-05,9.704970016432881e-11,9.851380622244215e-06,31.201842346507235,4.374560239157033,1,1,1,2,3,3.585515694721033e-11,7.133825191467117e-11,285,286,3.405252637344871e-13,3.3933461595919174e-13
649,0.0,1.0,CADC0873,1,385,386,8.873186415414507e-06,2.5711402372263683e-10,1.6034775449710445e-05,-1.3580490822937488,-0.0436197741650213,1,1,1,106,120,2.652860038803997e-13,5.456638035246951e-13,385,386,6.678286330458099e-13,6.660985070534633e-13
650,1.0,1.0,CADC0873,1,348,349,-3.3535688905444143e-06,1.265614553803883e-10,1.1249953572365904e-05,-0.5678205357266006,-0.6968804891506,2,2,2,1,3,4.560469874766701e-12,9.32262514401934e-12,348,349,3.6368234304709294e-13,3.626402732962417e-13
651,0.0,1.0,CADC0873,1,369,370,-6.120889681081081e-06,1.500604310340664e-10,1.2249915552119794e-05,-1.390819526193564,-0.1411070090115151,1,1,1,96,114,2.6793016777958885e-13,6.200484006949155e-13,369,370,4.066678347806678e-13,4.055687325245038e-13
653,1.0,1.0,CADC0873,1,387,388,-3.0849258865979383e-06,3.238299067443041e-10,1.799527456707188e-05,-1.140188378634576,0.1123737015212745,2,2,2,1,2,4.57350836995033e-12,9.259463058702424e-12,387,388,8.367697848690029e-13,8.346131617121239e-13
654,0.0,1.0,CADC0873,1,396,397,1.213706056952141e-05,4.862785747736965e-10,2.2051724984084498e-05,-0.8049530159045046,-0.7224391591058799,1,1,1,127,132,2.461911951454108e-13,5.393657545953352e-13,396,397,1.227976198923476e-12,1.2248830598833665e-12
656,0.0,1.0,CADC0873,1,322,323,-3.049672817337461e-05,1.4227632727905952e-11,3.771953436603632e-06,-1.2340583895539976,-0.2300564479026407,2,1,1,104,108,1.9623297779869597e-13,5.531091160493392e-13,322,323,4.418519480716134e-14,4.404839853840852e-14
657,1.0,1.0,CADC0873,1,447,448,-1.5673420758928692e-07,6.88769859439348e-10,2.6244425302135084e-05,-1.4200447904710456,0.047637110787798,2,2,2,2,3,2.963637247341221e-11,8.429265415101735e-11,447,448,1.540872168768117e-12,1.5374327219628309e-12
658,0.0,1.0,CADC0873,1,434,435,-4.042040784827585e-06,4.763282084384145e-10,2.1824944637694147e-05,-1.421526088689126,0.1172091442272923,1,1,1,133,149,3.4034911049134653e-13,7.144768659434382e-13,434,435,1.0975304341898953e-12,1.095007375720493e-12
659,0.0,1.0,CADC0873,1,442,443,-4.103288391873589e-06,1.8412679094434243e-10,1.3569332737623558e-05,-1.2920231423171742,-0.1806535233199896,1,1,1,135,149,2.5147814881423457e-13,6.558831663435351e-13,442,443,4.1657645010032236e-13,4.1563609693982493e-13
660,0.0,1.0,CADC0873,1,362,363,8.817695077134986e-06,1.276977380425389e-10,1.1300342386075695e-05,-1.3594811421627664,-0.0879353034885385,1,1,1,109,118,2.141494098727001e-13,5.361139972985108e-13,362,363,3.5275618243795285e-13,3.517844023210439e-13
661,0.0,1.0,CADC0873,1,390,391,-1.4908418473145784e-06,2.243492768338445e-10,1.4978293522088707e-05,-1.081238137397236,-0.5106796049587627,1,1,1,130,137,2.278336100254343e-13,5.802733176625147e-13,390,391,5.752545559842167e-13,5.737833167105998e-13
662,1.0,1.0,CADC0873,1,672,673,2.625470122897474e-06,4.600884564906194e-10,2.144967264297102e-05,-1.269065482332875,-0.1880213089239865,3,2,1,2,3,5.385482679593137e-12,1.4869142018594828e-11,672,673,6.846554412062789e-13,6.836381225714998e-13
664,0.0,1.0,CADC0884,5,80,17,0.07038959,0.0030734580959394,0.0554387779080625,-1.4963336828024765,0.1070411332894845,1,1,1,1,0,0.0004504217925652,7.823976702163827e-05,400,85,3.841822619924354e-05,0.0001807916527023
665,0.0,1.0,CADC0884,5,95,20,0.1319119925,0.011402380691634,0.1067819305483566,-1.499344081314009,0.0878051009790094,1,1,1,1,3,0.0012852400142249,0.0003812763579519,475,100,0.0001200250599119,0.0005701190345817
666,0.0,1.0,CADC0884,5,80,17,0.0984928723529411,0.0066595551774207,0.0816060976730336,-1.4634028491371067,0.2309265874058827,1,1,1,1,2,0.0010049508349512,0.0001594181953152,400,85,8.324443971775875e-05,0.0003917385398482
667,0.0,1.0,CADC0884,5,90,19,0.1790542315789473,0.0215718809633442,0.1468736905076748,-1.451805969093959,0.2283497596132528,1,1,1,1,3,0.0026261481335466,0.0004843730677391,450,95,0.0002396875662593,0.0011353621559654
668,0.0,1.0,CADC0884,5,90,19,0.1148118589473684,0.0115683149845195,0.1075561015680635,-1.3740195903407717,0.4093582205143964,1,1,1,1,1,0.001490024989516,0.0002552497986874,450,95,0.0001285368331613,0.0006088586833957
672,0.0,1.0,CADC0884,5,80,17,0.10545019,0.0084955330312456,0.0921712158498823,-1.4239543101083303,0.328283400219009,1,1,1,1,1,0.0013120904033714,0.0002442742741807,400,85,0.0001061941628905,0.000499737237132
674,0.0,1.0,CADC0884,5,80,17,0.0840211676470588,0.006161467043163,0.0784950128553593,-1.0419195627016131,0.5640934624631958,1,1,1,1,1,0.001122786937597,0.0004320153114869,400,85,7.701833803953786e-05,0.0003624392378331
675,0.0,1.0,CADC0884,5,105,22,0.1229334918181818,0.0168607414474235,0.1298489177753268,-1.1945495818382112,0.6158300519669855,1,1,1,1,3,0.0018936190534806,0.0004637719451595,525,110,0.0001605784899754,0.0007663973385192
677,0.0,1.0,CADC0884,5,95,20,0.1633515225,0.0162235945688331,0.1273718751091979,-1.4057771016676357,0.251176397776248,1,1,1,1,3,0.0017822099168711,0.0003512402123184,475,100,0.0001707746796719,0.0008111797284416
681,0.0,1.0,CADC0884,5,90,19,0.0876084752631579,0.0055393656991388,0.0744269151526435,-1.428606809576743,0.2350523064793931,1,1,1,1,3,0.0007113893324691,0.0001891832064962,450,95,6.154850776820894e-05,0.0002915455631125
684,0.0,1.0,CADC0884,5,90,19,0.0547909594736842,0.0046373704770293,0.0680982413651729,-1.0334126578323792,0.773721883583295,1,1,1,1,4,0.0009225295629868,0.0005885540480385,450,95,5.1526338633659465e-05,0.0002440721303699
685,0.0,1.0,CADC0884,5,100,21,0.1145533642857142,0.0188956538389216,0.1374614631048341,-1.055320811114492,0.7472968519217124,1,1,1,1,5,0.0026334640428332,0.0007222145384144,500,105,0.0001889565383892,0.0008997930399486
686,0.0,1.0,CADC0884,5,85,18,0.0632358777777777,0.0056696296605517,0.0752969432351123,-1.1331493867029998,0.6988618229980129,1,1,1,1,4,0.0010797675786117,0.0004518279664,425,90,6.670152541825563e-05,0.0003149794255862
687,0.0,1.0,CADC0884,5,95,20,0.0979715799999999,0.0130205681617065,0.1141077042171412,-1.1420160988822945,0.6925658461895986,1,1,1,1,3,0.0019238948607789,0.0005491647897155,475,100,0.0001370586122284,0.0006510284080853
688,0.0,1.0,CADC0884,5,90,19,0.0720526694736842,0.0076334677038407,0.0873697184603497,-1.1866775197287458,0.6921113546387975,1,1,1,1,2,0.0013595284236124,0.0005780394124257,450,95,8.481630782045306e-05,0.0004017614580968
689,0.0,1.0,CADC0884,5,95,20,0.0692449899999999,0.0069167200679558,0.083166820715691,-1.0885508734627822,0.7337334399604308,1,1,1,1,3,0.0010738269846589,0.0003249795718577,475,100,7.280757966269367e-05,0.0003458360033977
690,0.0,1.0,CADC0884,5,95,20,0.08765615,0.0101108266089704,0.1005526061769186,-1.2110014581419264,0.649563479504532,1,1,1,1,2,0.0014568744775136,0.0003840068104177,475,100,0.0001064297537786,0.0005055413304485
691,0.0,1.0,CADC0884,5,90,19,0.0467724789473684,0.0033629387767111,0.0579908508017526,-1.0432737998129482,0.7595564802079445,1,1,2,1,3,0.0006261040437533,0.0003026843130176,450,95,3.736598640790152e-05,0.0001769967777216
692,0.0,1.0,CADC0884,5,110,23,0.0853756839130434,0.0118107305927809,0.1086771852450223,-0.9734189721366832,0.8231195539161542,1,1,1,1,2,0.0015011370073755,0.0003686037923661,550,115,0.0001073702781161,0.000513510025773
693,0.0,1.0,CADC0884,5,90,19,0.1872384210526315,0.0265098494727153,0.1628184555654405,-1.3607477947008288,0.3648287826218225,1,1,1,1,4,0.0035625870355466,0.0009451597805932,450,95,0.0002945538830301,0.001395255235406
694,0.0,1.0,CADC0884,5,95,20,0.157274121,0.0141845198734243,0.1190987819980724,-1.3224742045155502,0.203131140675529,1,1,1,2,3,0.0016594627974844,0.0002881334541455,475,100,0.0001493107355097,0.0007092259936712
695,0.0,1.0,CADC0884,5,95,20,0.180937716,0.0297988571290908,0.1726234547478727,-1.3328678676077648,0.4948638301759134,1,1,1,1,2,0.0037428252266697,0.0007003423756779,475,100,0.0003136721803062,0.0014899428564545
696,0.0,1.0,CADC0884,5,95,20,0.1226054324999999,0.009296567800017,0.096418710839842,-1.4252305496396849,0.1582748243330353,1,1,1,1,3,0.0011069095792544,0.0002994287021911,475,100,9.78586084212323e-05,0.0004648283900008
697,0.0,1.0,CADC0884,5,105,22,0.1776535195454545,0.0368018409393677,0.1918380591524209,-1.219881548679153,0.6288301052974299,1,1,1,1,2,0.0041520777253868,0.0007700822641727,525,110,0.000350493723232,0.0016728109517894
698,0.0,1.0,CADC0884,5,95,20,0.0980212299999999,0.010056660645169,0.1002829030551524,-1.3417164374791453,0.5356586549746276,1,1,1,1,5,0.0014172914151126,0.0005745739857177,475,100,0.0001058595857386,0.0005028330322584
699,0.0,1.0,CADC0884,5,100,21,0.1597783723809523,0.0295186238025004,0.1718098478041942,-1.3174549379046498,0.5654367752243403,1,1,1,1,2,0.0035880325252226,0.0007661640211171,500,105,0.000295186238025,0.0014056487525
700,0.0,1.0,CADC0884,5,100,21,0.0762299919047619,0.0075357546567698,0.0868087245429276,-1.0824928697336385,0.7013831137431146,1,1,1,2,4,0.0010471811376521,0.0004244431264808,500,105,7.53575465676988e-05,0.0003588454598461
702,0.0,1.0,CADC0884,5,235,48,0.3960890583333333,0.2656468799013653,0.5154094293873225,-0.6143434735374806,0.945245252483616,1,1,1,1,3,0.0086306964346382,0.0015018559941826,1175,240,0.0011304122548994,0.0055343099979451
703,0.0,1.0,CADC0884,5,260,53,0.3411487150943396,0.2178594974125665,0.4667542152059974,-0.607313312561192,0.9924923581156704,1,1,1,1,5,0.0059437602275357,0.0004268550012623,1300,265,0.0008379211438944,0.004110556554954
704,0.0,1.0,CADC0884,5,215,44,0.4034416681818182,0.2171431671982399,0.4659862306959723,-1.171033913221467,0.6621060867832488,1,1,1,1,2,0.0064929279903069,0.0004543238669333,1075,220,0.0010099682195266,0.0049350719817781
705,0.0,1.0,CADC0884,5,285,58,0.291112024137931,0.1768299170099977,0.420511494504012,-0.4705702734084021,1.0810090855367505,1,1,1,1,5,0.0044476273866175,0.0003165406950785,1425,290,0.0006204558491578,0.0030487916725861
713,0.0,1.0,CADC0874,5,770,155,2.474939283870969e-06,4.517651085992985e-10,2.125476672653216e-05,-1.469553950595918,0.1081892904007624,1,1,1,45,55,1.033528484574729e-12,8.733050277024495e-13,3850,775,5.867079332458424e-13,2.914613603866442e-12
