segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
497,0,1,CADC0873,1,187,188,-1.8629235425531915e-06,7.579212848707935e-10,2.7530370227637578e-05,-1.483795737478639,-0.03487282533353723,1,1,1,45,51,1.7724307917889083e-12,2.676770835891885e-12,187,188,4.053054999309056e-12,4.031496196121242e-12
498,0,0,CADC0873,1,190,191,-5.031083056544503e-06,8.014369034893849e-10,2.8309660956807392e-05,-1.4877413168246976,0.043612912534913076,1,1,1,31,38,2.8241258957320732e-12,4.4958371763454165e-12,190,191,4.218088965733605e-12,4.196004730310916e-12
499,0,1,CADC0873,1,176,177,-8.241446870056497e-06,3.414407737772653e-10,1.8478116077600153e-05,-1.165229283277197,-0.20929398469270935,1,1,1,38,46,1.844633060368583e-12,4.205754539364833e-12,176,177,1.9400043964617345e-12,1.9290439196455665e-12
500,0,0,CADC0873,1,186,187,4.248129716577541e-06,4.98507475503461e-10,2.232728096977912e-05,-1.4220386803275575,-0.08965819225384965,1,1,1,37,47,1.6159218932908478e-12,2.621357818035426e-12,186,187,2.680147717760543e-12,2.6658153770238555e-12
501,1,1,CADC0873,1,191,192,2.4630414270833336e-06,3.178769197780168e-10,1.782910316807934e-05,-0.9962426775492741,-0.25216331340108966,2,2,1,5,15,5.0400709400229724e-12,1.0762796642908454e-11,191,192,1.6642770669006115e-12,1.6556089571771708e-12
502,1,1,CADC0873,1,165,166,-2.970854078313254e-06,1.0248916080201672e-10,1.0123693041672922e-05,-0.4669911147027763,-0.6232225293138468,4,3,1,5,12,9.963070141334106e-12,2.032855172056466e-11,165,166,6.211464291031317e-13,6.174045831446791e-13
503,0,1,CADC0873,1,192,193,-1.226386989637306e-06,2.678567047018532e-10,1.6366328381828747e-05,-1.4979537559290041,-0.020236910069604756,1,1,1,59,68,5.918306067052183e-13,8.935610467035495e-13,192,193,1.3950870036554854e-12,1.3878585735847316e-12
504,1,0,CADC0873,1,192,193,-2.865592550259067e-06,1.8620110492181662e-10,1.364555256931051e-05,-1.2865240426442681,0.07542886647586738,2,2,2,1,3,4.641745707653255e-12,8.995768314663484e-12,192,193,9.697974214677949e-13,9.64772564361744e-13
505,0,1,CADC0873,1,182,183,5.374017054644808e-06,2.6896113558442596e-10,1.640003462143986e-05,-1.449352528347865,-0.030678706194934468,1,1,1,52,62,5.895075071009044e-13,7.235270584112363e-13,182,183,1.4778084372770658e-12,1.469732981335661e-12
506,1,1,CADC0873,1,177,178,-4.015726252808988e-06,2.641427845559859e-10,1.625247010629418e-05,-0.9285198500386955,-0.3624669022924857,2,1,1,1,6,2.233309094414141e-12,4.081588315657727e-12,177,178,1.4923321161355137e-12,1.4839482278426174e-12
507,0,1,CADC0873,1,206,207,-1.5406380966183576e-06,6.850443669592956e-10,2.617335223006972e-05,-1.4961113782654853,0.010214111009387395,1,1,1,58,69,9.286078293616416e-13,9.10783120250895e-13,206,207,3.3254580920354155e-12,3.3093930770980463e-12
508,0,1,CADC0873,1,174,175,-8.395947119428571e-06,3.399533454531624e-10,1.843782377215821e-05,-1.2855223869421482,-0.1313491695657763,1,1,1,51,58,6.587749492415952e-13,7.331872612727789e-13,174,175,1.9537548589262205e-12,1.942590545446642e-12
509,0,1,CADC0873,1,199,200,3.78755649e-06,8.340302403502108e-10,2.887958172048568e-05,-1.3895944542859284,-0.03605992571106926,1,1,1,45,59,1.0699546927156872e-12,7.079303585417745e-13,199,200,4.191106735428195e-12,4.170151201751054e-12
510,0,1,CADC0873,1,192,193,3.879629915544041e-06,8.708179602366338e-10,2.9509624874549556e-05,-1.4228221101629877,-0.019326775207950935,1,1,1,50,68,1.2061806685447562e-12,9.187912338968532e-13,192,193,4.535510209565801e-12,4.512010156666497e-12
511,0,1,CADC0873,1,178,179,3.6381937877094966e-06,6.486121531175146e-10,2.5467865107179963e-05,-1.4504288201038216,-0.013176953685830233,1,1,1,46,55,1.0868427707980687e-12,8.38227998611748e-13,178,179,3.643888500660195e-12,3.623531581662093e-12
512,0,1,CADC0873,1,182,183,-6.476711709289618e-06,4.37313880754581e-10,2.091205108913473e-05,-1.4931199373959971,-0.030117854156024613,1,1,1,52,57,7.144797393493661e-13,5.828695868656914e-13,182,183,2.402823520629566e-12,2.389693337456727e-12
513,0,1,CADC0873,1,184,185,-2.1824590691891894e-06,4.86571297280397e-10,2.2058361164882514e-05,-1.4747263134216955,-0.024197747253833318,1,1,1,53,62,8.343251210960853e-13,7.765929246946428e-13,184,185,2.644409224349984e-12,2.6301151204345787e-12
514,1,1,CADC0873,1,171,172,-4.524261343023255e-06,1.8860818350341385e-10,1.3733469463446367e-05,-1.0156005957597007,-0.4147676136446371,2,2,1,2,13,1.7505866225516607e-12,3.2342787520206786e-12,171,172,1.1029718333532973e-12,1.0965592064151969e-12
515,0,1,CADC0873,1,185,186,2.9508180059139784e-06,2.2553192030386745e-10,1.5017720209934244e-05,-1.3697705028643177,-0.0911477979554634,1,1,1,53,62,4.720592380465463e-13,6.347124689672207e-13,185,186,1.2190914611019863e-12,1.2125372059347713e-12
516,0,1,CADC0873,1,185,186,1.8359533387096768e-06,1.9612418001956386e-10,1.4004434298448612e-05,-1.2356919970681852,-0.10841362385935054,1,1,1,57,60,4.72238702039202e-13,6.995915284376086e-13,185,186,1.0601307028084533e-12,1.0544310753739991e-12
517,1,1,CADC0873,1,161,162,6.510618518518501e-08,6.659351741823549e-11,8.160485121500772e-06,-0.884827118688762,-0.34538113785482694,1,1,1,3,1,2.46952634830318e-12,4.991032950207938e-12,161,162,4.136243317902825e-13,4.1107109517429315e-13
518,1,1,CADC0873,1,190,191,1.4988065863874345e-06,2.1147991894082755e-10,1.4542349154824592e-05,-0.8426148860731448,-0.3033768049381009,1,1,1,1,1,1.2673488661483195e-11,3.591918076492065e-11,190,191,1.113052204951724e-12,1.1072247064964793e-12
519,0,1,CADC0873,1,185,186,-1.2661809611827956e-06,2.0670185428778926e-10,1.4377129556618361e-05,-1.4452323451382858,-0.03172131802409506,1,1,1,55,64,6.15040075018464e-13,1.115398000433224e-12,185,186,1.1173073204745366e-12,1.1113002918698347e-12
520,0,0,CADC0873,1,187,188,4.797291684042555e-06,2.400830106501991e-10,1.549461231041936e-05,-1.4961001850393625,0.03221646591032502,1,1,1,48,57,1.4059266980064981e-12,3.348960668922796e-12,187,188,1.2838663671133642e-12,1.2770372906925484e-12
521,0,1,CADC0873,1,175,176,-1.7772927988636365e-06,2.093652157829789e-10,1.4469458033491748e-05,-1.0580305836060948,-0.351583968802584,1,1,1,48,53,1.3759641189002422e-12,3.1707808638731e-12,175,176,1.1963726616170223e-12,1.1895750896760166e-12
522,0,0,CADC0873,1,202,203,1.8956792364532014e-06,5.732080725023386e-10,2.3941764189431377e-05,-1.5034647960082776,-0.016668478915281032,1,1,1,54,61,1.7740204635954038e-12,3.708229203549298e-12,202,203,2.837663725259102e-12,2.823685086218417e-12
523,0,1,CADC0873,1,166,167,-2.4019179065868276e-06,2.776428902918285e-10,1.6662619550713762e-05,-1.0196644536148851,-0.3928462660905728,1,1,1,50,53,1.2077818775930596e-12,2.65166576173945e-12,166,167,1.6725475318784848e-12,1.6625322771965778e-12
524,1,0,CADC0873,1,194,195,-9.060793025641027e-07,3.380223696551884e-10,1.8385384675202974e-05,1.3072800937575595,-0.5720569282504939,2,2,2,2,2,1.1502601279965743e-10,3.349031084904986e-10,194,195,1.7423833487380847e-12,1.7334480495137868e-12
525,1,1,CADC0873,1,174,175,3.928754457142857e-06,6.898856316682082e-10,2.6265674018920745e-05,-1.3314447490337171,0.0058847122806329815,1,1,1,37,53,2.144712400531904e-12,3.4801756369188124e-12,174,175,3.964859952116139e-12,3.942203609532618e-12
526,1,1,CADC0873,1,169,170,-2.567113808235294e-06,5.210297586699146e-10,2.2826076287218412e-05,-1.1340324741240015,-0.27698016748103366,2,2,1,2,4,5.803615631219481e-12,1.0835466682207243e-11,169,170,3.0830163234906194e-12,3.064880933352439e-12
527,0,1,CADC0873,1,184,185,-5.1078842e-06,8.089410989843596e-10,2.844188986309383e-05,-1.503217623256128,-0.011608312827115694,1,1,1,53,64,1.4717642054904662e-12,1.5555457875524015e-12,184,185,4.396419016219345e-12,4.372654589104646e-12
528,0,1,CADC0873,1,173,174,-6.735688793103449e-06,6.870702793458167e-10,2.6212025472019834e-05,-1.4880230135868147,-0.0043806227083421495,1,1,1,48,58,1.2911074342122342e-12,1.128840482180184e-12,173,174,3.9715045048891136e-12,3.948679766355268e-12
529,0,0,CADC0873,1,178,179,-1.8439049106145259e-06,5.819590247555425e-10,2.4123826909417637e-05,-1.4052033982988035,-0.015879191752214514,1,1,1,45,60,9.382177753647056e-13,6.780398011440341e-13,178,179,3.2694327233457443e-12,3.2511677360644835e-12
530,0,1,CADC0873,1,173,174,4.11167585632184e-06,5.427776244930743e-10,2.3297588383630488e-05,-1.4703082678677812,-0.0338930975228551,1,1,1,48,58,9.972380711099992e-13,8.619117694890645e-13,173,174,3.137442916144938e-12,3.1194116350176682e-12
531,0,1,CADC0873,1,176,177,1.867427915254238e-06,4.1867188357284516e-10,2.0461473152557837e-05,-1.4198594618066445,-0.0025247830695677743,1,1,1,50,57,8.177125414513475e-13,8.271260562881564e-13,176,177,2.3788175203002566e-12,2.3653778732929106e-12
532,0,1,CADC0873,1,162,163,-5.429010650306749e-06,1.8248729853584234e-10,1.3508785975647195e-05,-1.4273639762217434,-0.06021082622704946,1,1,1,49,55,5.522557247718786e-13,8.32916834859617e-13,162,163,1.1264648057768046e-12,1.119553978747499e-12
533,0,0,CADC0873,1,180,181,-1.4765688784530385e-06,3.028456005213832e-10,1.7402459611255623e-05,-1.4969960686978445,-0.029016639797763703,1,1,1,49,58,6.534627581655137e-13,8.204234873799789e-13,180,181,1.6824755584521288e-12,1.6731801133778077e-12
534,1,1,CADC0873,1,178,179,-6.986181675977654e-07,2.0000833012047446e-10,1.414243013489812e-05,-1.3027285494449459,-0.0464904613871953,2,2,1,1,2,4.543564979131482e-12,8.918525503489127e-12,178,179,1.1236423040476094e-12,1.1173649727400808e-12
535,0,0,CADC0873,1,178,179,3.18376443575419e-06,2.4711681180388676e-10,1.5719949484775285e-05,-1.4623293937324562,0.007918811553197262,1,1,1,50,60,5.635078992856428e-13,7.581955701835355e-13,178,179,1.3882966955274538e-12,1.3805408480664065e-12
536,0,1,CADC0873,1,172,173,-3.669179412947977e-06,2.9120725992998657e-10,1.7064795924065033e-05,-1.3312601753964157,-0.12796994619785892,1,1,1,50,60,6.541446455875393e-13,8.493656376068844e-13,172,173,1.6930654647092243e-12,1.6832789591328703e-12
537,0,0,CADC0873,1,184,185,-3.5199509513513516e-06,5.304922010095635e-10,2.3032416308532707e-05,-1.4857588901525736,-0.03711972757418136,1,1,1,50,62,8.477244340353451e-13,6.842046370087102e-13,184,185,2.883109788095454e-12,2.8675254108625053e-12
538,0,1,CADC0873,1,172,173,-3.97798358381503e-06,4.4974158170152773e-10,2.1207111583181895e-05,-1.328992002576331,-0.08918686344971123,1,1,1,46,60,8.159706509489115e-13,7.728679824850827e-13,172,173,2.61477663779958e-12,2.5996623219741487e-12
539,1,1,CADC0873,1,183,184,-4.545543016304348e-06,3.829691680784598e-10,1.9569598056129303e-05,-0.7126271169461913,-0.07236602860922917,2,2,2,1,2,1.295919393467186e-11,2.5482486892953148e-11,183,184,2.0927276944178132e-12,2.0813541743394553e-12
540,0,1,CADC0873,1,182,183,5.071600120218578e-06,8.729236407426706e-10,2.954528119247929e-05,-1.4679080607749369,0.00661845945191839,1,1,1,50,64,1.2769147149866485e-12,7.51742893762703e-13,182,183,4.796283740344344e-12,4.770074539577435e-12
541,1,1,CADC0873,1,169,170,-3.978198005882353e-06,6.599194174445847e-10,2.5688896773598213e-05,-1.1880321868763484,-0.0101743705798095,2,2,1,1,3,2.9631715896940915e-11,7.397554174097265e-11,169,170,3.904848623932454e-12,3.8818789261446154e-12
542,0,1,CADC0873,1,181,182,-6.175218681318682e-06,7.616885035857179e-10,2.7598704744710718e-05,-1.4938086923615699,-0.030479560539733667,1,1,1,43,58,1.150976100213984e-12,7.329079766115116e-13,181,182,4.208223776716673e-12,4.185101668053395e-12
543,1,0,CADC0873,1,179,180,1.7732934666666664e-06,3.702683626611856e-10,1.9242358552453637e-05,-0.6502014844788238,-0.36594388218290036,1,1,1,2,2,1.2121689248481508e-11,2.3086684372882396e-11,179,180,2.068538338889305e-12,2.057046459228809e-12
544,0,1,CADC0873,1,174,175,-2.211472388571412e-07,3.5337663375531194e-10,1.8798314651992394e-05,-1.3480222316831327,-0.06001880917467143,1,1,1,45,55,7.203693399026809e-13,7.643121600271907e-13,174,175,2.0309001939960455e-12,2.019295050030354e-12
545,0,1,CADC0873,1,172,173,3.4147891849710983e-06,2.659444116062169e-10,1.6307802169704442e-05,-1.481939896176336,-0.017964764047826737,1,1,1,53,60,5.639855470027592e-13,6.226378705310618e-13,172,173,1.5461884395710284e-12,1.5372509341399821e-12
546,0,0,CADC0873,1,171,172,1.9884585383720925e-06,1.9951119295556856e-10,1.4124843112600174e-05,-1.4261823448150601,-0.03162896871193453,1,1,1,55,58,5.052832921984451e-13,6.923282103486483e-13,171,172,1.1667321225471845e-12,1.1599487962533056e-12
547,0,0,CADC0873,1,160,161,-2.7352636211180124e-06,1.1163082708514842e-10,1.0565549066903642e-05,-1.3630195915753731,-0.13910291313672762,1,1,1,49,56,4.630526242154876e-13,8.968181353841817e-13,160,161,6.976926692821776e-13,6.933591744419156e-13
548,1,1,CADC0873,1,178,179,-2.2378415474860335e-06,1.9518356121687448e-10,1.3970811043632165e-05,-1.510108141534404,0.03336881324624817,1,1,1,38,44,6.782467927172651e-13,1.1857555022739098e-12,178,179,1.0965368607689577e-12,1.0904109565188518e-12
549,1,1,CADC0873,1,162,163,-3.9004963190184033e-07,1.2828710678489393e-10,1.132638983899521e-05,3.2706862452997605,0.38600866226771746,2,2,1,1,2,5.654995904113586e-11,1.6829117419127134e-10,162,163,7.918957208944069e-13,7.870374649379995e-13
550,0,0,CADC0873,1,183,184,2.313287600543478e-06,1.978465184048237e-10,1.406579249117602e-05,-1.4839028107089227,0.019116002202044065,1,1,1,49,54,4.993158301207962e-13,7.098086940355748e-13,183,184,1.0811285158733536e-12,1.0752528174175202e-12
551,0,1,CADC0873,1,179,180,9.223773e-07,2.097115200444719e-10,1.4481419821428834e-05,-1.4559627482491648,-0.0007128391100301527,1,1,1,53,58,5.818025846824962e-13,9.245825166475764e-13,179,180,1.171572737678614e-12,1.1650640002470663e-12
552,0,1,CADC0873,1,179,180,-2.811631030555556e-06,2.380955758686041e-10,1.5430345941313308e-05,-1.3909560729388952,-0.042044029798838235,1,1,1,43,48,1.24791510341147e-12,3.056907453007171e-12,179,180,1.3301428819475088e-12,1.3227531992700226e-12
553,0,0,CADC0873,1,168,169,-3.6535744733727806e-06,2.285824893387115e-10,1.51189447164381e-05,-1.3995239278159226,-0.05468521834139441,1,1,1,43,51,1.58320038601926e-12,3.897569259247844e-12,168,169,1.3606100555875685e-12,1.3525591085130857e-12
554,1,0,CADC0873,1,184,185,3.0613708702702705e-06,3.7793868142287665e-10,1.9440645087621877e-05,-1.3150299434430819,0.07874311092762874,3,2,2,2,15,1.61004654894104e-11,3.297545704077491e-11,184,185,2.0540145729504167e-12,2.042911791475009e-12
555,0,1,CADC0873,1,179,180,7.461377183333333e-06,5.000851385422953e-10,2.236258344964408e-05,-1.4255998843771889,-0.003592017235398402,1,1,1,44,54,1.856440123683434e-12,3.791295350957484e-12,179,180,2.7937717236999737e-12,2.7782507696794182e-12
556,0,0,CADC0873,1,168,169,-8.293589349112416e-08,4.713894984200171e-10,2.171150612970038e-05,-1.1879160265483562,-0.23287215968451744,1,1,1,37,43,2.1790587131071335e-12,4.849974196896586e-12,168,169,2.8058898715477207e-12,2.7892869728995093e-12
557,0,1,CADC0873,1,180,181,-1.659282861878453e-06,7.816376948120391e-10,2.7957784154185738e-05,-1.466738623688669,-0.01895332220756675,1,1,1,42,57,1.2555944623646223e-12,8.590130746152027e-13,180,181,4.342431637844662e-12,4.318440302828945e-12
558,1,0,CADC0873,1,162,163,-7.510999061349691e-06,5.402719815115216e-10,2.3243751450906577e-05,-1.4106577912380172,-0.02970385930555709,2,2,2,3,6,2.4327129488390134e-11,4.7886398284878706e-11,162,163,3.335012231552602e-12,3.314552033813016e-12
559,0,1,CADC0873,1,181,182,-1.209923576923081e-07,7.557549509521984e-10,2.7490997634720324e-05,-1.4981933296930314,0.01226274971559172,1,1,1,42,58,1.1185401561712305e-12,5.745037179490592e-13,181,182,4.175441717967947e-12,4.152499730506585e-12
560,0,1,CADC0873,1,179,180,3.3313553666666667e-06,7.569871006985138e-10,2.751339856685309e-05,-1.4305043850002435,-0.02912510039395652,1,1,1,48,65,1.1486341226854199e-12,7.800615896075149e-13,179,180,4.228978216192814e-12,4.205483892769521e-12
561,0,1,CADC0873,1,173,174,3.1061501724137935e-06,6.307744907694023e-10,2.5115224282681656e-05,-1.4747052794438444,-0.011411344256305675,1,1,1,46,58,1.0503139329057761e-12,7.207755916829353e-13,173,174,3.646095322366487e-12,3.625140751548289e-12
562,1,1,CADC0873,1,179,180,-2.1904585055555555e-06,5.135813689510476e-10,2.2662333704873546e-05,-1.3938524709107605,-0.08250665973358358,2,1,1,2,3,2.256705965844255e-11,5.1707194724401215e-11,179,180,2.8691696589444003e-12,2.85322982750582e-12
563,0,1,CADC0873,1,175,176,-5.481933357954546e-06,3.9679613590452134e-10,1.9919742365415306e-05,-1.4874514328350243,0.016129286344704154,1,1,1,48,61,7.009598036848163e-13,5.603670705841424e-13,175,176,2.267406490882979e-12,2.2545234994575076e-12
564,1,0,CADC0873,1,177,178,-1.3631992702247191e-06,2.9429497515230195e-10,1.7155027693137132e-05,-1.3881633182576683,-0.09930044302743601,1,1,1,16,20,1.1737408986525488e-12,1.7667767789512799e-12,177,178,1.6626834754367341e-12,1.6533425570354041e-12
565,1,0,CADC0873,1,177,178,5.5683021404494385e-06,1.925241809962748e-10,1.3875308320764436e-05,-1.1821395231387561,-0.07661517743660223,1,1,1,13,16,9.552801721496108e-13,1.5646166713174175e-12,177,178,1.0877072372670893e-12,1.081596522450982e-12
566,0,0,CADC0873,1,179,180,6.026532722222221e-07,2.4545578628251065e-10,1.5667028636040422e-05,-1.4247893453367557,-0.019998737094397635,1,1,1,51,57,5.123414207891012e-13,6.301460954832799e-13,179,180,1.3712613758799479e-12,1.3636432571250592e-12
567,0,1,CADC0873,1,180,181,-4.140155955801105e-06,2.924762678503694e-10,1.710193754667492e-05,-1.4150006471533736,-0.03608830504843601,1,1,1,54,58,6.021037785261555e-13,7.516016427814265e-13,180,181,1.6248681547242743e-12,1.615890982598726e-12
568,0,1,CADC0873,1,181,182,-4.1619305719780215e-06,3.7691948799907345e-10,1.941441443873787e-05,-1.5042561515878556,0.06666168195078012,1,1,1,56,66,6.928733144743676e-13,7.09714961267746e-13,181,182,2.0824281104921186e-12,2.070986197797107e-12
569,1,0,CADC0873,1,157,158,8.033583196835443e-06,3.626424588712601e-10,1.904317355041591e-05,-1.0655295272396377,-0.10049384213989093,2,2,2,1,4,1.8779967962695615e-11,3.682602501795995e-11,157,158,2.309824578797835e-12,2.295205435894051e-12
570,1,1,CADC0873,1,193,194,5.798176829896908e-06,6.141588712069875e-10,2.4782228939443433e-05,-1.317755470211787,0.07155181488246536,1,1,1,1,1,6.254610699593568e-12,1.1356505065961675e-11,193,194,3.1821703171346503e-12,3.165767377355606e-12
571,1,1,CADC0873,1,173,174,-2.93373433908046e-06,7.572117639294513e-10,2.7517481060763016e-05,-1.3765036572401799,-0.05256315292665877,2,1,1,1,1,3.640618106343097e-11,1.0536611200784959e-10,173,174,4.376946612308967e-12,4.351791746720984e-12
572,0,1,CADC0873,1,185,186,-5.332718838709678e-06,9.434642022396853e-10,3.071586238801843e-05,-1.4953121874785282,-0.02630243720687424,1,1,1,48,56,1.36114690601729e-12,8.421599136218383e-13,185,186,5.099806498592893e-12,5.072388184084329e-12
573,1,1,CADC0873,1,182,183,-5.823235721311476e-06,6.968868213303102e-10,2.639861400396449e-05,-1.2832912670621839,-0.2906108170883721,1,1,1,1,1,7.472346443158271e-12,1.3552977462478552e-11,182,183,3.829048468847858e-12,3.8081247067230066e-12
574,0,1,CADC0873,1,189,190,8.217037368421051e-07,7.195700209133077e-10,2.682480234621138e-05,-1.4865158095214255,0.004384513912506648,1,1,1,57,65,9.881817133168797e-13,5.89694228521042e-13,189,190,3.807248787901099e-12,3.78721063638583e-12
575,0,1,CADC0873,1,187,188,3.7492990851063837e-06,5.226379713222644e-10,2.2861276677435676e-05,-1.3504396868136828,-0.0724098708836704,1,1,1,50,59,9.301160795213683e-13,1.011943030247648e-12,187,188,2.794855461616387e-12,2.7799892091609805e-12
576,1,0,CADC0873,1,178,179,-3.9347292737430123e-07,2.4309433147694147e-10,1.559148265807141e-05,-1.1746427837789168,0.16578286781332927,2,2,2,1,2,7.680488844565865e-12,1.4968803342247053e-11,178,179,1.3656984914434913e-12,1.358068890932634e-12
577,0,1,CADC0873,1,177,178,-1.0566310657303373e-06,2.1866225550069758e-10,1.4787232854753374e-05,-1.4712828382195469,-0.06991853994826984,1,1,1,49,57,5.290810510561341e-13,6.987183563225617e-13,177,178,1.2353799745802124e-12,1.2284396376443684e-12
578,1,1,CADC0873,1,179,180,-2.014020322222222e-06,1.5770360666355238e-10,1.2558009661708036e-05,0.35102137552711277,-0.5798384008818683,2,2,1,2,3,2.1560049877531808e-11,4.2847942893750396e-11,179,180,8.81025735550572e-13,8.761311481308465e-13
579,1,1,CADC0873,1,171,172,-8.532835232558139e-07,1.1769918155933584e-10,1.0848925364262391e-05,-1.3013140875018387,-0.15386586502544736,2,2,1,1,3,3.399091893034279e-12,6.533922622802891e-12,171,172,6.88299307364537e-13,6.842975672054409e-13
580,0,1,CADC0873,1,187,188,9.269253297872343e-07,1.5902265618061183e-10,1.2610418556916016e-05,-1.5064808703543173,0.019081937291347658,1,1,1,51,56,3.993201106143337e-13,5.94209964153926e-13,187,188,8.50388535725197e-13,8.458651924500629e-13
581,0,1,CADC0873,1,187,188,2.0999678138297868e-06,1.446061648064251e-10,1.2025230343175348e-05,-1.502190591547847,0.06194767735831536,1,1,1,51,60,3.9515439073235006e-13,6.110517297600732e-13,187,188,7.7329499896484e-13,7.691817276937505e-13
582,0,0,CADC0873,1,189,190,-3.543368947368421e-06,4.134398661035982e-10,2.0333220750869702e-05,-1.4960498999687855,-0.004221399459728353,1,1,1,61,65,6.740231392401314e-13,6.54354137774353e-13,189,190,2.187512519066657e-12,2.175999295282096e-12
583,1,1,CADC0873,1,193,194,-2.1673943737113404e-06,4.338585852036456e-10,2.0829272315749428e-05,-1.0043174824855625,0.22718312978250016,2,2,2,1,3,2.9246393255875896e-11,7.820510244256383e-11,193,194,2.24797194406034e-12,2.236384459812606e-12
584,0,1,CADC0873,1,191,192,5.340459023437501e-06,7.176389841455956e-10,2.678878467093264e-05,-1.4804315624468949,0.041028623881334755,1,1,1,57,63,1.0232023744893637e-12,7.79902469683205e-13,191,192,3.757272168301548e-12,3.737703042424977e-12
585,1,0,CADC0873,1,189,190,-3.2103657631578944e-06,7.524935029499061e-10,2.7431615026277728e-05,-1.129820883976288,0.17994630072706322,3,3,1,2,5,1.709227305571228e-11,3.330460068715387e-11,189,190,3.981447105555059e-12,3.960492120788979e-12
586,0,1,CADC0873,1,203,204,-5.036043e-06,9.146646213672085e-10,3.0243422778634176e-05,-1.4994299325480938,0.007246777357822283,1,1,1,47,66,1.0800085989555378e-12,6.079179229298127e-13,203,204,4.5057370510699925e-12,4.483650104741218e-12
587,1,1,CADC0873,1,194,195,-1.5552824307692304e-05,3.161140945724215e-10,1.7779597705584385e-05,-1.3762819913374904,-0.5134175414095293,1,1,1,1,3,2.56451577609813e-12,4.187942810283249e-12,194,195,1.6294540957341315e-12,1.6210979208842129e-12
588,0,1,CADC0873,1,215,216,2.730474810185189e-07,7.32724243409441e-10,2.7068879611270227e-05,-1.4856226127678427,-0.007826674242786885,1,1,1,62,73,8.627547958944228e-13,7.143196919771664e-13,215,216,3.4080197367880977e-12,3.392241867636301e-12
589,0,1,CADC0873,1,203,204,-1.3290167647059006e-07,4.0361489305818173e-10,2.0090169064947706e-05,-0.89583455372544,-0.472632553338852,1,1,1,62,69,5.465609182772431e-13,7.850517156175252e-13,203,204,1.988250704720107e-12,1.978504377736185e-12
590,1,0,CADC0873,1,204,205,5.901464151219515e-07,1.9283740315328942e-10,1.388659076783389e-05,-0.7478911905113228,0.02653801650284137,3,2,2,2,5,7.01770441062781e-12,1.390634519843228e-11,204,205,9.452813880063207e-13,9.406702592843386e-13
591,0,0,CADC0873,1,210,211,1.7187409265402859e-06,2.342772408858432e-10,1.5306117760093288e-05,-1.3237751440741168,-0.13158982095707722,1,1,1,64,73,3.937276320675397e-13,5.616809255385636e-13,210,211,1.1156059089802055e-12,1.110318677184091e-12
592,1,1,CADC0873,1,194,195,-1.275361303076923e-06,8.774068800372643e-11,9.36699994682003e-06,-0.8586737228239278,-0.4961004971757697,2,2,1,3,7,1.6598144613669097e-12,3.4895872430821245e-12,194,195,4.522715876480744e-13,4.4995224617295605e-13
593,1,1,CADC0873,1,204,205,-2.1547941321951217e-06,1.2088117069354011e-10,1.0994597341128055e-05,-1.4369448901212476,-0.1176510849457859,2,2,1,1,5,2.8726889629900364e-12,5.6272416371678445e-12,204,205,5.925547583016673e-13,5.896642472855615e-13
594,0,0,CADC0873,1,210,211,-5.609154976303323e-07,1.388318428451607e-10,1.178269251254401e-05,-1.500860582073222,-0.014079458989897552,1,1,1,65,71,3.5472615904645753e-13,6.874272943165022e-13,210,211,6.611040135483843e-13,6.579708191713777e-13
595,1,1,CADC0873,1,210,211,2.233324222748815e-06,1.1855512224142902e-10,1.0888302082576008e-05,-1.340737674702476,-0.032497881771165776,2,1,1,25,34,6.80867531135732e-13,1.4000799933249871e-12,210,211,5.64548201149662e-13,5.618726172579574e-13
596,0,1,CADC0873,1,203,204,-1.6734823039215685e-06,1.5590532073309763e-10,1.2486205217482917e-05,-0.8838021757307066,-0.455091876066281,1,1,1,58,69,3.56169412514092e-13,7.152515181494598e-13,203,204,7.680065060743725e-13,7.642417682994982e-13
597,0,1,CADC0873,1,214,215,-2.5397930860465114e-06,3.7216808344265136e-10,1.9291658390160535e-05,-1.4953656873691223,-0.003556022089262018,1,1,1,59,70,5.196732627888497e-13,5.81382016388851e-13,214,215,1.7391031936572493e-12,1.7310143415937273e-12
598,0,1,CADC0873,1,201,202,-5.529147031683167e-06,2.9808875391876393e-10,1.7265246998486986e-05,-1.4784950654951787,-0.02827574302914165,1,1,1,56,67,4.709249889967386e-13,5.090006177916766e-13,201,202,1.483028626461512e-12,1.4756869005879402e-12
599,0,1,CADC0873,1,203,204,4.837398918627452e-06,5.889272234350478e-10,2.426782279964661e-05,-1.4883753139614255,0.04422530276536291,1,1,1,62,68,8.037595467324065e-13,7.273267583384909e-13,203,204,2.901119327266245e-12,2.8868981540933714e-12
600,0,0,CADC0873,1,206,207,4.025310743961351e-06,7.314965750676103e-10,2.7046193356323e-05,-1.4737433339685517,0.02266822357112863,1,1,1,52,75,9.64086849325818e-13,8.194811100282937e-13,206,207,3.5509542479010207e-12,3.533799879553673e-12
601,0,1,CADC0873,1,218,219,9.024026598173512e-07,7.504600362979323e-10,2.7394525662948288e-05,-1.502860519142977,0.04658590579700586,1,1,1,53,69,9.958952033567953e-13,1.0230810098495004e-12,218,219,3.44247723072446e-12,3.426758156611563e-12
